url,subject,source
https://youtu.be/jg4e8W44_E4?si=7KcOweOYUjoOtUFk,Physics,The Organic Chemistry Tutor
https://youtu.be/TBlDBaUGqNc?si=aUJ_Jlpirjd7uS_c,Physics,Khan Academy
https://youtu.be/p_I_8hl-Gok?si=uBt48gS2E2qToqUh,Physics,Khan Academy
https://youtu.be/utY112E_NIc?si=b9MBewj2riLkS87a,Physics,Khan Academy
https://youtu.be/0Ckmt2QyeqQ?si=dDPPk-40Cz8Pi26Q,Physics,The Organic Chemistry Tutor
https://youtu.be/OQOY6ZkvZTs?si=2mJHX02YCi6MPMZw,Physics,Khan Academy
https://youtu.be/_rSHqvjDksg?si=IiEFgf4fppTkAFuC,Physics,The Organic Chemistry Tutor
https://youtu.be/MHADYILlW1E?si=byUbLJ-uZhXWM7-W,Physics,Khan Academy
https://youtu.be/Q39xQUlTGew?si=w0fC99__-QrPUOam,Physics,The Organic Chemistry Tutor
https://youtu.be/P_SELh0dPW0?si=OqFauH6SqhEUM2KU,Physics,Khan Academy
https://youtu.be/zaT4JorVUz0?si=pABlb6m3Vhl8Jos2,Physics,The Organic Chemistry Tutor
https://youtu.be/7MBawzone30?si=od7l1VJWYnTBmmRc,Physics,The Organic Chemistry Tutor
https://youtu.be/LDOa7UdfcMQ?si=1xgXAihJIl8lBufp,Physics,The Organic Chemistry Tutor
https://youtu.be/vcStzn55MG0?si=VYpXaGmzuGzwVH3p,Physics,Khan Academy
https://youtu.be/ClHuscLyuLo?si=2Ryd_Tqo6Hjrz8sE,Physics,Khan Academy
https://youtu.be/XY0RJu4sDHk?si=UvE3ak4F1K262c9g,Physics,The Organic Chemistry Tutor
https://youtu.be/tLOWcfeJ-74?si=BnHUUWnv46cNj4A4,Physics,Khan Academy
https://youtu.be/y55tzg_jW9I?si=9McMdF-X1jsnzzuR,Physics,Khan Academy
https://youtu.be/ON1QGqB6vxg?si=hjDovR8kkZjlRlPU,Physics,The Organic Chemistry Tutor
https://youtu.be/7GV1UZSTNJg?si=hO5oUHB3QQG_FJLE,Physics,Khan Academy
https://youtu.be/bRZwzy0xvhM?si=dWRBxFY1dIH1zyld,Physics,The Organic Chemistry Tutor
https://youtu.be/IoHXMaiwT80?si=TJ29BVg1xIEV3lzP,Physics,The Organic Chemistry Tutor
https://youtu.be/7Siv2NNCFag?si=g9u59YiZSNOQXMD8,Physics,The Organic Chemistry Tutor
https://youtu.be/NyOYW07-L5g?si=j2wqoS1lTzmxoM2j,Physics,The Organic Chemistry Tutor
https://youtu.be/iPpJQv1ScKk?si=N0UMffX8nzmRH8eT,Physics,Khan Academy
https://youtu.be/QlgkN17V94c?si=yzhRZs9mjuKggOx9,Physics,The Organic Chemistry Tutor
https://youtu.be/cPRFF-eCGT8?si=_fBNr_5ieCdFVpmN,Physics,The Organic Chemistry Tutor
https://youtu.be/OkKTmwRpsjQ?si=8s1y90KNQznq6wTP,Physics,Khan Academy
https://youtu.be/jhqWL93BIz4?si=5hCFxv0ajZ_wi4kw,Physics,Khan Academy
https://www.youtube.com/watch?v=o0-a5HzSzdE&list=PL0o_zxa4K1BXP7TUO7656wg0uF1xYnwgm&index=3,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=6unef5Hz6SU&list=PL0o_zxa4K1BXP7TUO7656wg0uF1xYnwgm&index=5,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=XyH3r9dzH2A&list=PL0o_zxa4K1BXP7TUO7656wg0uF1xYnwgm&index=6,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=C2l-76VP8s0&list=PL0o_zxa4K1BXP7TUO7656wg0uF1xYnwgm&index=12,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=Vqx9a2aU99c&list=PL0o_zxa4K1BXP7TUO7656wg0uF1xYnwgm&index=17,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=TUuABq95BBM,Chemistry,Khan Academy
https://www.youtube.com/watch?v=Z_GWBW_GVGA&list=PL7305D1BC80498DA6&index=27,Chemistry,Khan Academy
https://www.youtube.com/watch?v=XVOU9c3crbc,Chemistry,Khan Academy
https://www.youtube.com/watch?v=8TuPmpNfoX8,Chemistry,Khan Academy
https://www.youtube.com/watch?v=ccDKr4TIWfk,Chemistry,Khan Academy
https://www.youtube.com/watch?v=SBSnSnThgDE&list=PL0o_zxa4K1BWziAvOKdqsMFSB_MyyLAqS&index=30,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=bagegEZBtOs&list=PL0o_zxa4K1BWziAvOKdqsMFSB_MyyLAqS&index=34,Chemistry,The Organic Chemistry Tutor
https://www.youtube.com/watch?v=ALNSIAnm-EQ&list=PL0o_zxa4K1BWziAvOKdqsMFSB_MyyLAqS&index=36,Chemistry,The Organic Chemistry Tutor
https://youtu.be/bagegEZBtOs?si=MtdK6RJYP1_yM46y,Chemistry,The Organic Chemistry Tutor
https://youtu.be/f_P_40VO8uE?si=tNJ-dbK_Le9eZUXe,Chemistry,The Organic Chemistry Tutor
https://youtu.be/gi337Mx7wTc?si=xjqYx8riHZp4YCcZ,Chemistry,The Organic Chemistry Tutor
https://youtu.be/eRIN9CPDrpo?si=dKcohHJiAYgXxxiQ,Chemistry,The Organic Chemistry Tutor
https://youtu.be/ileXLAvDXIU?si=kMZtTnegRN6ED7Uw,Chemistry,The Organic Chemistry Tutor
https://youtu.be/waLo6Yqtsug?si=OwVJA5qJ98ZQGpTJ,Chemistry,The Organic Chemistry Tutor
https://youtu.be/74Y6UMsEZ3s?si=_y9CZsCapkjbfrSo,Chemistry,The Organic Chemistry Tutor
https://youtu.be/74Y6UMsEZ3s?si=_y9CZsCapkjbfrSo,Chemistry,The Organic Chemistry Tutor
https://youtu.be/o0-a5HzSzdE?si=q-dyiM6Jk5cUJy5K,Chemistry,The Organic Chemistry Tutor
https://youtu.be/C2l-76VP8s0?si=i-RgxIpzVkozoV7Y,Chemistry,The Organic Chemistry Tutor
https://youtu.be/Vqx9a2aU99c?si=pZyntfBO31Ea3lpP,Chemistry,The Organic Chemistry Tutor
https://youtu.be/5S6Ida95EQ0?si=gVejeoNLzQQwSaR1,Chemistry,The Organic Chemistry Tutor
https://youtu.be/IQ6gHQAg_Nk?si=B3RUVxXG_JFFS0Ie,Chemistry,The Organic Chemistry Tutor
https://youtu.be/z5hQ8iZZ8dU?si=szq_tUfPwYmkDSY2,Chemistry,The Organic Chemistry Tutor
https://youtu.be/c3g3maYegBk?si=PNm-Ek3rQ9-CVzK7,Chemistry,The Organic Chemistry Tutor
https://youtu.be/m8Z8ouxfxiA?si=cYw2wiB-0HDqwDq3,Chemistry,The Organic Chemistry Tutor
https://youtu.be/cK5lbHf1Rlg?si=48f0XtEdxChuC46_,Chemistry,The Organic Chemistry Tutor
https://youtu.be/B2Ntf951Ztg?si=3iZWftVVrqkZS7I5,Chemistry,The Organic Chemistry Tutor
https://youtu.be/6O-xSRC5Wg8?si=S5gxiSe242Ghy4F9,Chemistry,The Organic Chemistry Tutor
https://youtu.be/ZMcCvD5dDMU?si=-1obvy58DQCY9CAB,Chemistry,The Organic Chemistry Tutor
https://youtu.be/ab4WFo0Eq-k?si=Gpr4YkIrEatEqUH_,Chemistry,The Organic Chemistry Tutor
https://youtu.be/sBmoP6KwK-8?si=gaTr9VhXrH80GRfc,Chemistry,The Organic Chemistry Tutor
https://youtu.be/Th-YjaG3kcc?si=wL88nw6xFSgqIBg9,Chemistry,The Organic Chemistry Tutor
https://youtu.be/rmaLsdFQ2KQ?si=-Vwnl0cLvwry9xfa,Chemistry,The Organic Chemistry Tutor
https://youtu.be/9QZj-F-5PV4?si=6Pc7brSNwT2Ga41D,Chemistry,The Organic Chemistry Tutor
https://youtu.be/B2Ntf951Ztg?si=VTgEudaV2Efb95fd,Chemistry,The Organic Chemistry Tutor
https://youtu.be/ZMcCvD5dDMU?si=EZVaUUcLu-CH6QYo,Chemistry,The Organic Chemistry Tutor
https://youtu.be/tEkOcmJR27o?si=W19fITlxzyWobxDb,Chemistry,The Organic Chemistry Tutor
https://youtu.be/AsqEkF7hcII?si=TqhrLaMHfAdj6X2Y,Chemistry,Khan Academy
https://youtu.be/SjQG3rKSZUQ?si=h5iGj0EYFrjVpy4oSt,Chemistry,Khan Academy
https://youtu.be/TsXlTWgyItw?si=ouUAUHkVG8T_Fd2E,Chemistry,Khan Academy
https://youtu.be/gbpc_JBG1F0?si=cueKCIg0bD-asD6t,Chemistry,Khan Academy
https://youtu.be/WScwPIPqZa0?si=TlrEU03vqZGussqL,Chemistry,Khan Academy
https://youtu.be/pKvo0XWZtjo?si=9Ar1SlwWOnkO_kBf,Chemistry,Khan Academy
https://youtu.be/Z_85KXnBSYc?si=6qiNJDhnJTQwrmKO,Chemistry,Khan Academy
https://youtu.be/Aa1CMokCch4?si=nwHFb3WAFdroYqgi,Chemistry,Khan Academy
https://youtu.be/5d63YMUxcS4?si=F0iStYPZty_B49OL,Chemistry,Khan Academy
